3.462365962451696788e+01,6.241975425228991980e+02,0.000000000000000000e+00
3.028671076822606878e+01,3.511599801920081063e+02,0.000000000000000000e+00
3.584740876993871694e+01,5.832175842166691382e+02,0.000000000000000000e+00
6.018259938620975902e+01,6.904684167637460632e+02,1.000000000000000000e+00
7.903273605071009911e+01,6.027550114952823606e+02,1.000000000000000000e+00
4.508327747668339214e+01,4.505309742522439933e+02,0.000000000000000000e+00
6.110666453684765997e+01,7.720914070791699260e+02,1.000000000000000000e+00
7.502474556738889078e+01,3.724321083293230572e+02,1.000000000000000000e+00
7.609878670226257213e+01,6.993645577541442435e+02,1.000000000000000000e+00
8.443281996120035160e+01,3.482671464857687056e+02,1.000000000000000000e+00
9.586155507093572226e+01,3.058022244636075015e+02,0.000000000000000000e+00
7.501365838958247423e+01,2.448261058742408807e+02,0.000000000000000000e+00
8.230705337399481891e+01,6.118557064188482855e+02,1.000000000000000000e+00
6.936458875970939175e+01,7.817495356950886389e+02,1.000000000000000000e+00
3.953833914367223201e+01,6.082944868092705519e+02,0.000000000000000000e+00
5.397105214856230049e+01,7.136588011000163760e+02,1.000000000000000000e+00
6.907014406283025210e+01,4.219237578413412280e+02,1.000000000000000000e+00
6.794685547711617346e+01,3.734285928538502617e+02,0.000000000000000000e+00
7.066150955499435327e+01,7.434171031491864596e+02,1.000000000000000000e+00
7.697878372747497622e+01,3.806077091980425848e+02,1.000000000000000000e+00
6.737202754570876095e+01,3.427075065623343448e+02,0.000000000000000000e+00
8.967677575072079321e+01,5.263949274196189663e+02,1.000000000000000000e+00
5.053478828988299654e+01,3.908464922211363728e+02,0.000000000000000000e+00
3.421206097786789257e+01,3.536762287893030248e+02,0.000000000000000000e+00
7.792409145457040154e+01,5.517788799464472049e+02,1.000000000000000000e+00
6.227101367004632237e+01,5.596356636358069636e+02,1.000000000000000000e+00
8.019018075095659981e+01,3.585730314574682325e+02,1.000000000000000000e+00
9.311438879744200392e+01,3.104053626970567166e+02,0.000000000000000000e+00
6.183020602312595315e+01,4.020488631395696757e+02,0.000000000000000000e+00
3.878580379679422663e+01,5.199654476431662715e+02,0.000000000000000000e+00
6.137928944742500192e+01,5.824630985053677250e+02,1.000000000000000000e+00
8.540451939411644844e+01,4.564158718101697332e+02,1.000000000000000000e+00
